ID,Gene Name,Species
ENSG00000182156,ectonucleotide pyrophosphatase/phosphodiesterase 7(ENPP7),Homo sapiens
ENSG00000138080,elastin microfibril interfacer 1(EMILIN1),Homo sapiens
ENSG00000132205,elastin microfibril interfacer 2(EMILIN2),Homo sapiens
ENSG00000049540,elastin(ELN),Homo sapiens
ENSG00000102119,emerin(EMD),Homo sapiens
ENSG00000106991,endoglin(ENG),Homo sapiens
ENSG00000164307,endoplasmic reticulum aminopeptidase 1(ERAP1),Homo sapiens
ENSG00000164308,endoplasmic reticulum aminopeptidase 2(ERAP2),Homo sapiens
ENSG00000116016,endothelial PAS domain protein 1(EPAS1),Homo sapiens
ENSG00000078401,endothelin 1(EDN1),Homo sapiens
ENSG00000127129,endothelin 2(EDN2),Homo sapiens
ENSG00000124205,endothelin 3(EDN3),Homo sapiens
ENSG00000117298,endothelin converting enzyme 1(ECE1),Homo sapiens
ENSG00000171551,endothelin converting enzyme like 1(ECEL1),Homo sapiens
ENSG00000151617,endothelin receptor type A(EDNRA),Homo sapiens
ENSG00000136160,endothelin receptor type B(EDNRB),Homo sapiens
ENSG00000163064,engrailed homeobox 1(EN1),Homo sapiens
ENSG00000106462,enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2),Homo sapiens
ENSG00000074800,enolase 1(ENO1),Homo sapiens
ENSG00000146648,epidermal growth factor receptor(EGFR),Homo sapiens
ENSG00000083782,epiphycan(EPYC),Homo sapiens
ENSG00000213853,epithelial membrane protein 2(EMP2),Homo sapiens
ENSG00000159023,erythrocyte membrane protein band 4.1(EPB41),Homo sapiens
ENSG00000130427,erythropoietin(EPO),Homo sapiens
ENSG00000144488,espin like(ESPNL),Homo sapiens
ENSG00000187017,espin(ESPN),Homo sapiens
ENSG00000172071,eukaryotic translation initiation factor 2 alpha kinase 3(EIF2AK3),Homo sapiens
ENSG00000128829,eukaryotic translation initiation factor 2 alpha kinase 4(EIF2AK4),Homo sapiens
ENSG00000141543,eukaryotic translation initiation factor 4A3(EIF4A3),Homo sapiens
ENSG00000148730,eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2),Homo sapiens
ENSG00000182197,exostosin glycosyltransferase 1(EXT1),Homo sapiens
ENSG00000151348,exostosin glycosyltransferase 2(EXT2),Homo sapiens
ENSG00000188107,eyes shut homolog(EYS),Homo sapiens
ENSG00000092820,ezrin(EZR),Homo sapiens
ENSG00000168309,family with sequence similarity 107 member A(FAM107A),Homo sapiens
ENSG00000186765,"fascin actin-bundling protein 2, retinal(FSCN2)",Homo sapiens
ENSG00000117480,fatty acid amide hydrolase(FAAH),Homo sapiens
ENSG00000163586,fatty acid binding protein 1(FABP1),Homo sapiens
ENSG00000145384,fatty acid binding protein 2(FABP2),Homo sapiens
ENSG00000164687,fatty acid binding protein 5(FABP5),Homo sapiens
ENSG00000171560,fibrinogen alpha chain(FGA),Homo sapiens
ENSG00000171564,fibrinogen beta chain(FGB),Homo sapiens
ENSG00000171557,fibrinogen gamma chain(FGG),Homo sapiens
ENSG00000070193,fibroblast growth factor 10(FGF10),Homo sapiens
ENSG00000114279,fibroblast growth factor 12(FGF12),Homo sapiens
ENSG00000129682,fibroblast growth factor 13(FGF13),Homo sapiens
ENSG00000174721,fibroblast growth factor binding protein 3(FGFBP3),Homo sapiens
ENSG00000196924,filamin A(FLNA),Homo sapiens
ENSG00000168496,flap structure-specific endonuclease 1(FEN1),Homo sapiens
ENSG00000037280,fms related receptor tyrosine kinase 4(FLT4),Homo sapiens
ENSG00000170820,follicle stimulating hormone receptor(FSHR),Homo sapiens
ENSG00000171956,forkhead box B1(FOXB1),Homo sapiens
ENSG00000054598,forkhead box C1(FOXC1),Homo sapiens
ENSG00000176692,forkhead box C2(FOXC2),Homo sapiens
ENSG00000251493,forkhead box D1(FOXD1),Homo sapiens
ENSG00000183770,forkhead box L2(FOXL2),Homo sapiens
ENSG00000139445,forkhead box N4(FOXN4),Homo sapiens
ENSG00000150907,forkhead box O1(FOXO1),Homo sapiens
ENSG00000118689,forkhead box O3(FOXO3),Homo sapiens
ENSG00000204060,forkhead box O6(FOXO6),Homo sapiens
ENSG00000114861,forkhead box P1(FOXP1),Homo sapiens
ENSG00000179772,forkhead box S1(FOXS1),Homo sapiens
ENSG00000102081,fragile X messenger ribonucleoprotein 1(FMR1),Homo sapiens
ENSG00000165060,frataxin(FXN),Homo sapiens
ENSG00000185897,free fatty acid receptor 3(FFAR3),Homo sapiens
ENSG00000186188,free fatty acid receptor 4(FFAR4),Homo sapiens
ENSG00000180340,frizzled class receptor 2(FZD2),Homo sapiens
ENSG00000174804,frizzled class receptor 4(FZD4),Homo sapiens
ENSG00000188763,frizzled class receptor 9(FZD9),Homo sapiens
ENSG00000069482,galanin and GMAP prepropeptide(GAL),Homo sapiens
ENSG00000166573,galanin receptor 1(GALR1),Homo sapiens
ENSG00000182687,galanin receptor 2(GALR2),Homo sapiens
ENSG00000128310,galanin receptor 3(GALR3),Homo sapiens
ENSG00000022355,gamma-aminobutyric acid type A receptor subunit alpha1(GABRA1),Homo sapiens
ENSG00000151834,gamma-aminobutyric acid type A receptor subunit alpha2(GABRA2),Homo sapiens
ENSG00000011677,gamma-aminobutyric acid type A receptor subunit alpha3(GABRA3),Homo sapiens
ENSG00000109158,gamma-aminobutyric acid type A receptor subunit alpha4(GABRA4),Homo sapiens
ENSG00000186297,gamma-aminobutyric acid type A receptor subunit alpha5(GABRA5),Homo sapiens
ENSG00000145863,gamma-aminobutyric acid type A receptor subunit alpha6(GABRA6),Homo sapiens
ENSG00000163288,gamma-aminobutyric acid type A receptor subunit beta1(GABRB1),Homo sapiens
ENSG00000145864,gamma-aminobutyric acid type A receptor subunit beta2(GABRB2),Homo sapiens
ENSG00000166206,gamma-aminobutyric acid type A receptor subunit beta3(GABRB3),Homo sapiens
ENSG00000187730,gamma-aminobutyric acid type A receptor subunit delta(GABRD),Homo sapiens
ENSG00000102287,gamma-aminobutyric acid type A receptor subunit epsilon(GABRE),Homo sapiens
ENSG00000163285,gamma-aminobutyric acid type A receptor subunit gamma1(GABRG1),Homo sapiens
ENSG00000113327,gamma-aminobutyric acid type A receptor subunit gamma2(GABRG2),Homo sapiens
ENSG00000182256,gamma-aminobutyric acid type A receptor subunit gamma3(GABRG3),Homo sapiens
ENSG00000094755,gamma-aminobutyric acid type A receptor subunit pi(GABRP),Homo sapiens
ENSG00000146276,gamma-aminobutyric acid type A receptor subunit rho1(GABRR1),Homo sapiens
ENSG00000111886,gamma-aminobutyric acid type A receptor subunit rho2(GABRR2),Homo sapiens
ENSG00000183185,gamma-aminobutyric acid type A receptor subunit rho3(GABRR3),Homo sapiens
ENSG00000196743,ganglioside GM2 activator(GM2A),Homo sapiens
ENSG00000152661,gap junction protein alpha 1(GJA1),Homo sapiens
ENSG00000135355,gap junction protein alpha 10(GJA10),Homo sapiens
ENSG00000121743,gap junction protein alpha 3(GJA3),Homo sapiens
ENSG00000165474,gap junction protein beta 2(GJB2),Homo sapiens
ENSG00000189433,gap junction protein beta 4(GJB4),Homo sapiens
ENSG00000121742,gap junction protein beta 6(GJB6),Homo sapiens
ENSG00000159248,gap junction protein delta 2(GJD2),Homo sapiens
ENSG00000183153,gap junction protein delta 3(GJD3),Homo sapiens
ENSG00000182963,gap junction protein gamma 1(GJC1),Homo sapiens
ENSG00000176402,gap junction protein gamma 3(GJC3),Homo sapiens
ENSG00000105928,gasdermin E(GSDME),Homo sapiens
ENSG00000159224,gastric inhibitory polypeptide(GIP),Homo sapiens
ENSG00000126010,gastrin releasing peptide receptor(GRPR),Homo sapiens
ENSG00000164900,gastrulation brain homeobox 1(GBX1),Homo sapiens
ENSG00000148180,gelsolin(GSN),Homo sapiens
ENSG00000242441,general transcription factor IIA subunit 1 like(GTF2A1L),Homo sapiens
ENSG00000157017,ghrelin and obestatin prepropeptide(GHRL),Homo sapiens
ENSG00000168621,glial cell derived neurotrophic factor(GDNF),Homo sapiens
ENSG00000112164,glucagon like peptide 1 receptor(GLP1R),Homo sapiens
ENSG00000215644,glucagon receptor(GCGR),Homo sapiens
ENSG00000140297,"glucosaminyl (N-acetyl) transferase 3, mucin type(GCNT3)",Homo sapiens
ENSG00000160211,glucose-6-phosphate dehydrogenase(G6PD),Homo sapiens
ENSG00000105220,glucose-6-phosphate isomerase(GPI),Homo sapiens
ENSG00000177628,glucosylceramidase beta 1(GBA1),Homo sapiens
ENSG00000155511,glutamate ionotropic receptor AMPA type subunit 1(GRIA1),Homo sapiens
ENSG00000176884,glutamate ionotropic receptor NMDA type subunit 1(GRIN1),Homo sapiens
ENSG00000183454,glutamate ionotropic receptor NMDA type subunit 2A(GRIN2A),Homo sapiens
ENSG00000273079,glutamate ionotropic receptor NMDA type subunit 2B(GRIN2B),Homo sapiens
ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C(GRIN2C),Homo sapiens
ENSG00000105464,glutamate ionotropic receptor NMDA type subunit 2D(GRIN2D),Homo sapiens
ENSG00000198785,glutamate ionotropic receptor NMDA type subunit 3A(GRIN3A),Homo sapiens
ENSG00000152208,glutamate ionotropic receptor delta type subunit 2(GRID2),Homo sapiens
ENSG00000164418,glutamate ionotropic receptor kainate type subunit 2(GRIK2),Homo sapiens
ENSG00000152822,glutamate metabotropic receptor 1(GRM1),Homo sapiens
ENSG00000168959,glutamate metabotropic receptor 5(GRM5),Homo sapiens
ENSG00000113262,glutamate metabotropic receptor 6(GRM6),Homo sapiens
ENSG00000196277,glutamate metabotropic receptor 7(GRM7),Homo sapiens
ENSG00000179603,glutamate metabotropic receptor 8(GRM8),Homo sapiens
ENSG00000144596,glutamate receptor interacting protein 2(GRIP2),Homo sapiens
ENSG00000001084,glutamate-cysteine ligase catalytic subunit(GCLC),Homo sapiens
ENSG00000023909,glutamate-cysteine ligase modifier subunit(GCLM),Homo sapiens
ENSG00000115419,glutaminase(GLS),Homo sapiens
ENSG00000138792,glutamyl aminopeptidase(ENPEP),Homo sapiens
ENSG00000108010,glutaredoxin 3(GLRX3),Homo sapiens
ENSG00000215203,glutaredoxin and cysteine rich domain containing 1(GRXCR1),Homo sapiens
ENSG00000204928,glutaredoxin and cysteine rich domain containing 2(GRXCR2),Homo sapiens
ENSG00000213366,glutathione S-transferase mu 2(GSTM2),Homo sapiens
ENSG00000148834,glutathione S-transferase omega 1(GSTO1),Homo sapiens
ENSG00000233276,glutathione peroxidase 1(GPX1),Homo sapiens
ENSG00000152642,glycerol-3-phosphate dehydrogenase 1 like(GPD1L),Homo sapiens
ENSG00000171766,glycine amidinotransferase(GATM),Homo sapiens
ENSG00000145888,glycine receptor alpha 1(GLRA1),Homo sapiens
ENSG00000101958,glycine receptor alpha 2(GLRA2),Homo sapiens
ENSG00000145451,glycine receptor alpha 3(GLRA3),Homo sapiens
ENSG00000109738,glycine receptor beta(GLRB),Homo sapiens
ENSG00000105723,glycogen synthase kinase 3 alpha(GSK3A),Homo sapiens
ENSG00000135346,"glycoprotein hormones, alpha polypeptide(CGA)",Homo sapiens
ENSG00000137106,glyoxylate and hydroxypyruvate reductase(GRHPR),Homo sapiens
ENSG00000261949,golgi associated olfactory signaling regulator(GFY),Homo sapiens
ENSG00000109163,gonadotropin releasing hormone receptor(GNRHR),Homo sapiens
ENSG00000183087,growth arrest specific 6(GAS6),Homo sapiens
ENSG00000164404,growth differentiation factor 9(GDF9),Homo sapiens
ENSG00000121853,growth hormone secretagogue receptor(GHSR),Homo sapiens
ENSG00000130005,guanidinoacetate N-methyltransferase(GAMT),Homo sapiens
ENSG00000164116,guanylate cyclase 1 soluble subunit alpha 1(GUCY1A1),Homo sapiens
ENSG00000061918,guanylate cyclase 1 soluble subunit beta 1(GUCY1B1),Homo sapiens
ENSG00000132518,"guanylate cyclase 2D, retinal(GUCY2D)",Homo sapiens
ENSG00000101890,"guanylate cyclase 2F, retinal(GUCY2F)",Homo sapiens
ENSG00000048545,guanylate cyclase activator 1A(GUCA1A),Homo sapiens
ENSG00000112599,guanylate cyclase activator 1B(GUCA1B),Homo sapiens
ENSG00000138472,guanylate cyclase activator 1C(GUCA1C),Homo sapiens
ENSG00000044012,guanylate cyclase activator 2B(GUCA2B),Homo sapiens
ENSG00000164107,heart and neural crest derivatives expressed 2(HAND2),Homo sapiens
ENSG00000173706,heart development protein with EGF like domains 1(HEG1),Homo sapiens
ENSG00000230989,heat shock factor binding protein 1(HSBP1),Homo sapiens
ENSG00000080824,heat shock protein 90 alpha family class A member 1(HSP90AA1),Homo sapiens
ENSG00000173641,heat shock protein family B (small) member 7(HSPB7),Homo sapiens
ENSG00000102878,heat shock transcription factor 4(HSF4),Homo sapiens
ENSG00000100292,heme oxygenase 1(HMOX1),Homo sapiens
ENSG00000143341,hemicentin 1(HMCN1),Homo sapiens
ENSG00000244734,hemoglobin subunit beta(HBB),Homo sapiens
ENSG00000113070,heparin binding EGF like growth factor(HBEGF),Homo sapiens
ENSG00000019991,hepatocyte growth factor(HGF),Homo sapiens
ENSG00000105697,hepcidin antimicrobial peptide(HAMP),Homo sapiens
ENSG00000105707,hepsin(HPN),Homo sapiens
ENSG00000135547,hes related family bHLH transcription factor with YRPW motif 2(HEY2),Homo sapiens
ENSG00000213614,hexosaminidase subunit alpha(HEXA),Homo sapiens
ENSG00000049860,hexosaminidase subunit beta(HEXB),Homo sapiens
ENSG00000196639,histamine receptor H1(HRH1),Homo sapiens
ENSG00000113749,histamine receptor H2(HRH2),Homo sapiens
ENSG00000101180,histamine receptor H3(HRH3),Homo sapiens
ENSG00000130528,histidine rich calcium binding protein(HRC),Homo sapiens
ENSG00000196591,histone deacetylase 2(HDAC2),Homo sapiens
ENSG00000068024,histone deacetylase 4(HDAC4),Homo sapiens
ENSG00000105991,homeobox A1(HOXA1),Homo sapiens
ENSG00000106004,homeobox A5(HOXA5),Homo sapiens
ENSG00000173917,homeobox B2(HOXB2),Homo sapiens
ENSG00000120068,homeobox B8(HOXB8),Homo sapiens
ENSG00000180818,homeobox C10(HOXC10),Homo sapiens
ENSG00000128645,homeobox D1(HOXD1),Homo sapiens
ENSG00000128710,homeobox D10(HOXD10),Homo sapiens
ENSG00000064393,homeodomain interacting protein kinase 2(HIPK2),Homo sapiens
ENSG00000152413,homer scaffold protein 1(HOMER1),Homo sapiens
ENSG00000103942,homer scaffold protein 2(HOMER2),Homo sapiens
ENSG00000130787,huntingtin interacting protein 1 related(HIP1R),Homo sapiens
ENSG00000197386,huntingtin(HTT),Homo sapiens
ENSG00000170961,hyaluronan synthase 2(HAS2),Homo sapiens
ENSG00000068001,hyaluronidase 2(HYAL2),Homo sapiens
ENSG00000182782,hydroxycarboxylic acid receptor 2(HCAR2),Homo sapiens
ENSG00000176387,hydroxysteroid 11-beta dehydrogenase 2(HSD11B2),Homo sapiens
ENSG00000164588,hyperpolarization activated cyclic nucleotide gated potassium channel 1(HCN1),Homo sapiens
ENSG00000138622,hyperpolarization activated cyclic nucleotide gated potassium channel 4(HCN4),Homo sapiens
ENSG00000161610,hypocretin neuropeptide precursor(HCRT),Homo sapiens
ENSG00000100644,hypoxia inducible factor 1 subunit alpha(HIF1A),Homo sapiens
ENSG00000211895,immunoglobulin heavy constant alpha 1(IGHA1),Homo sapiens
ENSG00000211890,immunoglobulin heavy constant alpha 2 (A2m marker)(IGHA2),Homo sapiens
ENSG00000239951,immunoglobulin kappa variable 3-20(IGKV3-20),Homo sapiens
ENSG00000174498,immunoglobulin superfamily DCC subclass member 3(IGDCC3),Homo sapiens
ENSG00000123999,inhibin subunit alpha(INHA),Homo sapiens
ENSG00000122641,inhibin subunit beta A(INHBA),Homo sapiens
ENSG00000163083,inhibin subunit beta B(INHBB),Homo sapiens
ENSG00000115738,inhibitor of DNA binding 2(ID2),Homo sapiens
ENSG00000163362,innate immunity activator(INAVA),Homo sapiens
ENSG00000184903,inner mitochondrial membrane peptidase subunit 2(IMMP2L),Homo sapiens
ENSG00000150995,"inositol 1,4,5-trisphosphate receptor type 1(ITPR1)",Homo sapiens
ENSG00000198825,inositol polyphosphate-5-phosphatase F(INPP5F),Homo sapiens
ENSG00000132376,inositol polyphosphate-5-phosphatase K(INPP5K),Homo sapiens
ENSG00000017427,insulin like growth factor 1(IGF1),Homo sapiens
ENSG00000115461,insulin like growth factor binding protein 5(IGFBP5),Homo sapiens
ENSG00000171105,insulin receptor(INSR),Homo sapiens
ENSG00000254647,insulin(INS),Homo sapiens
ENSG00000213949,integrin subunit alpha 1(ITGA1),Homo sapiens
ENSG00000164171,integrin subunit alpha 2(ITGA2),Homo sapiens
ENSG00000005884,integrin subunit alpha 3(ITGA3),Homo sapiens
ENSG00000161638,integrin subunit alpha 5(ITGA5),Homo sapiens
ENSG00000077943,integrin subunit alpha 8(ITGA8),Homo sapiens
ENSG00000140678,integrin subunit alpha X(ITGAX),Homo sapiens
ENSG00000119185,integrin subunit beta 1 binding protein 1(ITGB1BP1),Homo sapiens
ENSG00000150093,integrin subunit beta 1(ITGB1),Homo sapiens
ENSG00000115008,interleukin 1 alpha(IL1A),Homo sapiens
ENSG00000125538,interleukin 1 beta(IL1B),Homo sapiens
ENSG00000110324,interleukin 10 receptor subunit alpha(IL10RA),Homo sapiens
ENSG00000136634,interleukin 10(IL10),Homo sapiens
ENSG00000113302,interleukin 12B(IL12B),Homo sapiens
ENSG00000164136,interleukin 15(IL15),Homo sapiens
ENSG00000112115,interleukin 17A(IL17A),Homo sapiens
ENSG00000109471,interleukin 2(IL2),Homo sapiens
ENSG00000134352,interleukin 6 cytokine family signal transducer(IL6ST),Homo sapiens
ENSG00000112706,interphotoreceptor matrix proteoglycan 1(IMPG1),Homo sapiens
ENSG00000081148,interphotoreceptor matrix proteoglycan 2(IMPG2),Homo sapiens
ENSG00000109083,intraflagellar transport 20(IFT20),Homo sapiens
ENSG00000136381,iron responsive element binding protein 2(IREB2),Homo sapiens
ENSG00000177508,iroquois homeobox 3(IRX3),Homo sapiens
ENSG00000176842,iroquois homeobox 5(IRX5),Homo sapiens
ENSG00000121351,islet amyloid polypeptide(IAPP),Homo sapiens
ENSG00000184916,jagged canonical Notch ligand 2(JAG2),Homo sapiens
ENSG00000152969,janus kinase and microtubule interacting protein 1(JAKMIP1),Homo sapiens
ENSG00000132465,joining chain of multimeric IgA and IgM(JCHAIN),Homo sapiens
ENSG00000008083,jumonji and AT-rich interaction domain containing 2(JARID2),Homo sapiens
ENSG00000173801,junction plakoglobin(JUP),Homo sapiens
ENSG00000154721,junctional adhesion molecule 2(JAM2),Homo sapiens
ENSG00000166086,junctional adhesion molecule 3(JAM3),Homo sapiens
ENSG00000109944,junctional cadherin complex regulator(JHY),Homo sapiens
ENSG00000167476,junctional sarcoplasmic reticulum protein 1(JSRP1),Homo sapiens
ENSG00000154118,junctophilin 3(JPH3),Homo sapiens
ENSG00000092051,junctophilin 4(JPH4),Homo sapiens
ENSG00000167748,kallikrein 1(KLK1),Homo sapiens
ENSG00000167751,kallikrein related peptidase 2(KLK2),Homo sapiens
ENSG00000142515,kallikrein related peptidase 3(KLK3),Homo sapiens
ENSG00000129455,kallikrein related peptidase 8(KLK8),Homo sapiens
ENSG00000047578,katanin interacting protein(KATNIP),Homo sapiens
ENSG00000146021,kelch like family member 3(KLHL3),Homo sapiens
ENSG00000239474,kelch like family member 41(KLHL41),Homo sapiens
ENSG00000234438,kelch repeat and BTB domain containing 13(KBTBD13),Homo sapiens
ENSG00000187242,keratin 12(KRT12),Homo sapiens
ENSG00000139330,keratocan(KERA),Homo sapiens
ENSG00000140859,kinesin family member C3(KIFC3),Homo sapiens
ENSG00000113889,kininogen 1(KNG1),Homo sapiens
ENSG00000183853,kirre like nephrin family adhesion molecule 1(KIRREL1),Homo sapiens
ENSG00000133116,klotho(KL),Homo sapiens
ENSG00000188501,lactase like(LCTL),Homo sapiens
ENSG00000167419,lactoperoxidase(LPO),Homo sapiens
ENSG00000172901,laeverin(LVRN),Homo sapiens
ENSG00000160789,lamin A/C(LMNA),Homo sapiens
ENSG00000172037,laminin subunit beta 2(LAMB2),Homo sapiens
ENSG00000135862,laminin subunit gamma 1(LAMC1),Homo sapiens
ENSG00000050555,laminin subunit gamma 3(LAMC3),Homo sapiens
ENSG00000172155,late cornified envelope 1D(LCE1D),Homo sapiens
ENSG00000079257,latexin(LXN),Homo sapiens
ENSG00000121207,lecithin retinol acyltransferase(LRAT),Homo sapiens
ENSG00000100600,legumain(LGMN),Homo sapiens
ENSG00000163431,leiomodin 1(LMOD1),Homo sapiens
ENSG00000170807,leiomodin 2(LMOD2),Homo sapiens
ENSG00000163380,leiomodin 3(LMOD3),Homo sapiens
ENSG00000174697,leptin(LEP),Homo sapiens
ENSG00000188993,leucine rich repeat containing 66(LRRC66),Homo sapiens
ENSG00000125872,leucine rich repeat neuronal 4(LRRN4),Homo sapiens
ENSG00000183423,"leucine rich repeat, Ig-like and transmembrane domains 3(LRIT3)",Homo sapiens
ENSG00000144749,leucine rich repeats and immunoglobulin like domains 1(LRIG1),Homo sapiens
ENSG00000198799,leucine rich repeats and immunoglobulin like domains 2(LRIG2),Homo sapiens
ENSG00000113441,leucyl and cystinyl aminopeptidase(LNPEP),Homo sapiens
ENSG00000131042,leukocyte immunoglobulin like receptor B2(LILRB2),Homo sapiens
ENSG00000213903,leukotriene B4 receptor(LTB4R),Homo sapiens
ENSG00000140471,lines homolog 1(LINS1),Homo sapiens
ENSG00000107798,"lipase A, lysosomal acid type(LIPA)",Homo sapiens
ENSG00000134324,lipin 1(LPIN1),Homo sapiens
ENSG00000160349,lipocalin 1(LCN1),Homo sapiens
ENSG00000198670,lipoprotein(a)(LPA),Homo sapiens
ENSG00000167210,lipoxygenase homology PLAT domains 1(LOXHD1),Homo sapiens
ENSG00000130164,low density lipoprotein receptor(LDLR),Homo sapiens
ENSG00000139329,lumican(LUM),Homo sapiens
ENSG00000138039,luteinizing hormone/choriogonadotropin receptor(LHCGR),Homo sapiens
ENSG00000138795,lymphoid enhancer binding factor 1(LEF1),Homo sapiens
ENSG00000108773,lysine acetyltransferase 2A(KAT2A),Homo sapiens
ENSG00000114166,lysine acetyltransferase 2B(KAT2B),Homo sapiens
ENSG00000066135,lysine demethylase 4A(KDM4A),Homo sapiens
ENSG00000147050,lysine demethylase 6A(KDM6A),Homo sapiens
ENSG00000118058,lysine methyltransferase 2A(KMT2A),Homo sapiens
ENSG00000111684,lysophosphatidylcholine acyltransferase 3(LPCAT3),Homo sapiens
ENSG00000102158,magnesium transporter 1(MAGT1),Homo sapiens
ENSG00000135517,major intrinsic protein of lens fiber(MIP),Homo sapiens
ENSG00000104774,mannosidase alpha class 2B member 1(MAN2B1),Homo sapiens
ENSG00000087245,matrix metallopeptidase 2(MMP2),Homo sapiens
ENSG00000125966,matrix metallopeptidase 24(MMP24),Homo sapiens
ENSG00000198793,mechanistic target of rapamycin kinase(MTOR),Homo sapiens
ENSG00000258839,melanocortin 1 receptor(MC1R),Homo sapiens
ENSG00000124089,melanocortin 3 receptor(MC3R),Homo sapiens
ENSG00000076706,melanoma cell adhesion molecule(MCAM),Homo sapiens
ENSG00000134640,melatonin receptor 1B(MTNR1B),Homo sapiens
ENSG00000235718,membrane frizzled-related protein(MFRP),Homo sapiens
ENSG00000196549,membrane metalloendopeptidase(MME),Homo sapiens
ENSG00000106511,mesenchyme homeobox 2(MEOX2),Homo sapiens
ENSG00000169057,methyl-CpG binding protein 2(MECP2),Homo sapiens
ENSG00000181038,"methyltransferase 23, arginine(METTL23)",Homo sapiens
ENSG00000215417,miR-17-92a-1 cluster host gene(MIR17HG),Homo sapiens
ENSG00000199017,microRNA 1-1(MIR1-1),Homo sapiens
ENSG00000207647,microRNA 153-1(MIR153-1),Homo sapiens
ENSG00000207779,microRNA 15b(MIR15B),Homo sapiens
ENSG00000207752,microRNA 199a-1(MIR199A1),Homo sapiens
ENSG00000207581,microRNA 199b(MIR199B),Homo sapiens
ENSG00000207713,microRNA 200c(MIR200C),Homo sapiens
ENSG00000199157,microRNA 208a(MIR208A),Homo sapiens
ENSG00000215991,microRNA 208b(MIR208B),Homo sapiens
ENSG00000207980,microRNA 23a(MIR23A),Homo sapiens
ENSG00000207547,microRNA 25(MIR25),Homo sapiens
ENSG00000199075,microRNA 26a-1(MIR26A1),Homo sapiens
ENSG00000207864,microRNA 27b(MIR27B),Homo sapiens
ENSG00000198974,microRNA 30e(MIR30E),Homo sapiens
ENSG00000199053,microRNA 324(MIR324),Homo sapiens
ENSG00000207948,microRNA 328(MIR328),Homo sapiens
ENSG00000199082,microRNA 342(MIR342),Homo sapiens
ENSG00000207811,microRNA 34b(MIR34B),Homo sapiens
ENSG00000207562,microRNA 34c(MIR34C),Homo sapiens
ENSG00000199001,microRNA 448(MIR448),Homo sapiens
ENSG00000207726,microRNA 455(MIR455),Homo sapiens
ENSG00000207635,microRNA 499a(MIR499A),Homo sapiens
ENSG00000211591,microRNA 762(MIR762),Homo sapiens
ENSG00000166963,microtubule associated protein 1A(MAP1A),Homo sapiens
ENSG00000186868,microtubule associated protein tau(MAPT),Homo sapiens
ENSG00000110492,midkine(MDK),Homo sapiens
ENSG00000148824,mitochondrial ribosome associated GTPase 1(MTG1),Homo sapiens
ENSG00000101181,mitochondrial ribosome associated GTPase 2(MTG2),Homo sapiens
ENSG00000100030,mitogen-activated protein kinase 1(MAPK1),Homo sapiens
ENSG00000102882,mitogen-activated protein kinase 3(MAPK3),Homo sapiens
ENSG00000008735,mitogen-activated protein kinase 8 interacting protein 2(MAPK8IP2),Homo sapiens
ENSG00000034152,mitogen-activated protein kinase kinase 3(MAP2K3),Homo sapiens
ENSG00000065559,mitogen-activated protein kinase kinase 4(MAP2K4),Homo sapiens
ENSG00000108984,mitogen-activated protein kinase kinase 6(MAP2K6),Homo sapiens
ENSG00000166391,monoacylglycerol O-acyltransferase 2(MOGAT2),Homo sapiens
ENSG00000074416,monoglyceride lipase(MGLL),Homo sapiens
ENSG00000173702,"mucin 13, cell surface associated(MUC13)",Homo sapiens
ENSG00000198788,"mucin 2, oligomeric mucus/gel-forming(MUC2)",Homo sapiens
ENSG00000145113,"mucin 4, cell surface associated(MUC4)",Homo sapiens
ENSG00000184956,"mucin 6, oligomeric mucus/gel-forming(MUC6)",Homo sapiens
ENSG00000030304,muscle associated receptor tyrosine kinase(MUSK),Homo sapiens
ENSG00000146147,muscular LMNA interacting protein(MLIP),Homo sapiens
ENSG00000105695,myelin associated glycoprotein(MAG),Homo sapiens
ENSG00000197971,myelin basic protein(MBP),Homo sapiens
ENSG00000124920,myelin regulatory factor(MYRF),Homo sapiens
ENSG00000141052,myocardin(MYOCD),Homo sapiens
ENSG00000034971,myocilin(MYOC),Homo sapiens
ENSG00000068305,myocyte enhancer factor 2A(MEF2A),Homo sapiens
ENSG00000081189,myocyte enhancer factor 2C(MEF2C),Homo sapiens
ENSG00000138119,myoferlin(MYOF),Homo sapiens
ENSG00000129152,myogenic differentiation 1(MYOD1),Homo sapiens
ENSG00000122180,myogenin(MYOG),Homo sapiens
ENSG00000187616,"myomaker, myoblast fusion factor(MYMK)",Homo sapiens
ENSG00000101605,myomesin 1(MYOM1),Homo sapiens
ENSG00000036448,myomesin 2(MYOM2),Homo sapiens
ENSG00000142661,myomesin 3(MYOM3),Homo sapiens
ENSG00000166866,myosin IA(MYO1A),Homo sapiens
ENSG00000157483,myosin IE(MYO1E),Homo sapiens
ENSG00000095777,myosin IIIA(MYO3A),Homo sapiens
ENSG00000071909,myosin IIIB(MYO3B),Homo sapiens
ENSG00000066933,myosin IXA(MYO9A),Homo sapiens
ENSG00000167306,myosin VB(MYO5B),Homo sapiens
ENSG00000196586,myosin VI(MYO6),Homo sapiens
ENSG00000137474,myosin VIIA(MYO7A),Homo sapiens
